EventId,Date,Time,Period,Actual,Forecast,Previous
CAD::Core Retail Sales::m/m,2024-05-24,20:30,mar,-0.6%,0.3%,-0.2%
CAD::Retail Sales::m/m,2024-05-24,20:30,mar,-0.2%,-0.1%,-0.1%
USD::Core Durable Goods Orders::m/m,2024-05-24,20:30,apr,0.4%,0.1%,0.2%
USD::Durable Goods Orders::m/m,2024-05-24,20:30,apr,0.7%,-0.9%,0.8%
USD::Durables Excluding Defense::m/m,2024-05-24,20:30,apr,0.0%,,1.2%
USD::Goods Orders Non Defense Ex Air::m/m,2024-05-24,20:30,apr,0.3%,0.1%,-0.1%
CAD::Corporate Profits::q/q,2024-05-24,20:30,,0.6%,,2.7%
USD::Durables Excluding Transport::m/m,2024-05-24,20:30,,0.4%,0.1%,0.0%
CAD::Manufacturing Sales::m/m,2024-05-24,20:30,,1.2%,,-2.1%
USD::Fed Waller Speaks::none,2024-05-24,21:35,,,,
USD::Michigan 1-Year Inflation Expectations::none,2024-05-24,22:00,may,3.3%,3.5%,3.2%
USD::Michigan 5-Year Inflation Expectations::none,2024-05-24,22:00,may,3.0%,3.1%,3.0%
USD::Michigan Consumer Expectations::none,2024-05-24,22:00,may,68.8,66.5,76.0
USD::Michigan Consumer Sentiment::none,2024-05-24,22:00,may,69.1,67.4,77.2
USD::Michigan Current Conditions::none,2024-05-24,22:00,may,69.6,68.8,79.0
MXN::Current Account % of GDP::none,2024-05-24,22:00,q1,-2.70%,,2.50%
MXN::Current Account (USD)::none,2024-05-24,22:00,q1,"-12,582M",,"11,817M"
USD::Atlanta Fed GDPNow::none,2024-05-24,22:30,q2,3.5%,3.6%,3.6%
USD::U.S. Baker Hughes Oil Rig Count::none,2024-05-25,01:00,,497,,497
USD::U.S. Baker Hughes Total Rig Count::none,2024-05-25,01:00,,600,,604
AUD::CFTC AUD speculative net positions::none,2024-05-25,03:30,,-56.2K,,-77.2K
USD::CFTC Aluminium speculative net positions::none,2024-05-25,03:30,,1.1K,,1.3K
BRL::CFTC BRL speculative net positions::none,2024-05-25,03:30,,-37.7K,,-38.3K
CAD::CFTC CAD speculative net positions::none,2024-05-25,03:30,,-90.8K,,-80.3K
CHF::CFTC CHF speculative net positions::none,2024-05-25,03:30,,-40.6K,,-41.1K
USD::CFTC Copper speculative net positions::none,2024-05-25,03:30,,71.7K,,61.8K
USD::CFTC Corn speculative net positions::none,2024-05-25,03:30,,-41.8K,,0.2K
USD::CFTC Crude Oil speculative net positions::none,2024-05-25,03:30,,219.3K,,203.0K
EUR::CFTC EUR speculative net positions::none,2024-05-25,03:30,,41.5K,,17.2K
GBP::CFTC GBP speculative net positions::none,2024-05-25,03:30,,1.1K,,-20.1K
USD::CFTC Gold speculative net positions::none,2024-05-25,03:30,,229.8K,,204.5K
JPY::CFTC JPY speculative net positions::none,2024-05-25,03:30,,-144.4K,,-126.2K
MXN::CFTC MXN speculative net positions::none,2024-05-25,03:30,,117.9K,,113.0K
NZD::CFTC NZD speculative net positions::none,2024-05-25,03:30,,-1.4K,,-11.2K
USD::CFTC Nasdaq 100 speculative net positions::none,2024-05-25,03:30,,4.7K,,3.2K
USD::CFTC Natural Gas speculative net positions::none,2024-05-25,03:30,,-90.1K,,-116.6K
USD::CFTC S&P 500 speculative net positions::none,2024-05-25,03:30,,-22.8K,,-25.3K
USD::CFTC Silver speculative net positions::none,2024-05-25,03:30,,59.6K,,59.5K
USD::CFTC Soybeans speculative net positions::none,2024-05-25,03:30,,-45.0K,,-66.0K
USD::CFTC Wheat speculative net positions::none,2024-05-25,03:30,,-12.5K,,-5.4K
ILS::Industrial Output::m/m,2024-05-26,19:00,mar,-0.3%,,-2.6%
ILS::Quarterly Unemployment Rate::none,2024-05-26,20:30,,3.40%,,3.40%
NA::United Kingdom - Bank Holiday::none,2024-05-27,All Day,,,,
NA::United States - Memorial Day::none,2024-05-27,All Day,,,,
JPY::BOJ Gov Ueda Speaks::none,2024-05-27,08:05,,,,
CNY::Chinese Industrial profit YTD::none,2024-05-27,09:30,apr,4.3%,,4.3%
IDR::M2 Money Supply::y/y,2024-05-27,11:00,apr,6.90%,,7.20%
JPY::Coincident Indicator::m/m,2024-05-27,13:00,mar,2.1%,2.4%,-0.7%
JPY::Leading Index::none,2024-05-27,13:00,mar,112.2,111.4,111.8
JPY::Leading Index::m/m,2024-05-27,13:00,mar,0.1%,-0.7%,2.3%
EUR::Finnish Consumer Confidence::none,2024-05-27,13:00,may,-10.3,,-12.6
EUR::Finnish Industrial Confidence::none,2024-05-27,13:00,may,-13,,-17
NOK::Credit Indicator::y/y,2024-05-27,14:00,apr,3.2%,,3.5%
NOK::M3 Money Supply::none,2024-05-27,14:00,apr,"3,117.4B",,"3,125.8B"
NOK::Unemployment Rate::none,2024-05-27,14:00,apr,4.3%,,4.0%
TRY::Capacity Utilization::none,2024-05-27,15:00,may,76.3%,,76.7%
TRY::Manufacturing Confidence::none,2024-05-27,15:00,may,105.4,,106.1
VND::Vietnamese Foreign Direct Investment (USD)::none,2024-05-27,15:30,may,8.25B,,6.28B
PLN::Unemployment Rate::none,2024-05-27,16:00,apr,5.1%,5.1%,5.3%
EUR::German Business Expectations::none,2024-05-27,16:00,may,90.4,90.5,89.7
EUR::German Current Assessment::none,2024-05-27,16:00,may,88.3,89.9,88.9
EUR::German Ifo Business Climate Index::none,2024-05-27,16:00,may,89.3,90.4,89.3
HKD::Exports::m/m,2024-05-27,16:30,apr,11.9%,,4.7%
HKD::Imports::m/m,2024-05-27,16:30,apr,3.7%,,5.3%
HKD::Trade Balance::none,2024-05-27,16:30,apr,-10.0B,,-45.0B
EUR::Eurogroup Meetings::none,2024-05-27,18:00,,,,
BRL::BCB Focus Market Readout::none,2024-05-27,19:25,,,,
BRL::Bank lending::m/m,2024-05-27,19:30,apr,0.2%,,1.4%
GHS::Prime Interest Rate::m/m,2024-05-27,19:50,may,29.00%,,29.00%
EUR::ECB's Lane Speaks::none,2024-05-27,20:00,,,,
CAD::Wholesale Sales::m/m,2024-05-27,20:30,apr,2.8%,,-1.1%
EUR::Belgium NBB Business Climate::none,2024-05-27,21:00,may,-11.0,-10.8,-11.9
ILS::Interest Rate Decision::none,2024-05-27,21:00,may,4.50%,4.50%,4.50%
EUR::French 12-Month BTF Auction::none,2024-05-27,21:00,,3.503%,,3.467%
EUR::French 3-Month BTF Auction::none,2024-05-27,21:00,,3.697%,,3.746%
EUR::French 6-Month BTF Auction::none,2024-05-27,21:00,,3.657%,,3.657%
EUR::German Buba Mauderer Speaks::none,2024-05-27,21:30,,,,
NA::Pakistan - Market Holiday::none,2024-05-28,All Day,,,,
USD::FOMC Member Williams Speaks::none,2024-05-28,01:45,,,,
GBP::BRC Shop Price Index::y/y,2024-05-28,07:00,,0.6%,,0.8%
JPY::Corporate Services Price Index (CSPI)::y/y,2024-05-28,07:50,,2.8%,2.3%,2.3%
AUD::Retail Sales::m/m,2024-05-28,09:30,apr,0.1%,0.3%,-0.4%
EUR::ECB's Schnabel Speaks::none,2024-05-28,12:55,,,,
USD::FOMC Member Bowman Speaks::none,2024-05-28,12:55,,,,
USD::FOMC Member Mester Speaks::none,2024-05-28,12:55,,,,
JPY::BoJ Core CPI::y/y,2024-05-28,13:00,,1.8%,2.2%,2.2%
NOK::Core Retail Sales::m/m,2024-05-28,14:00,apr,-0.3%,,0.3%
EUR::German WPI::m/m,2024-05-28,14:00,apr,0.4%,0.1%,0.2%
EUR::German WPI::y/y,2024-05-28,14:00,apr,-1.8%,,-2.6%
EUR::Lithuania Retail Sales::m/m,2024-05-28,14:00,apr,-1.5%,,14.3%
EUR::Lithuania Retail Sales::y/y,2024-05-28,14:00,apr,3.4%,,4.5%
DKK::Retail Sales::y/y,2024-05-28,14:00,apr,0.2%,,3.2%
SEK::Trade Balance::none,2024-05-28,14:00,apr,7.90B,,5.30B
EUR::Irish Retail Sales::m/m,2024-05-28,18:00,apr,-1.2%,,2.1%
EUR::Irish Retail Sales::y/y,2024-05-28,18:00,apr,-0.9%,,2.0%
GBP::CBI Distributive Trades Survey::none,2024-05-28,18:00,may,8,-24,-44
EUR::Eurogroup Meetings::none,2024-05-28,18:00,,,,
EUR::France Jobseekers Total::none,2024-05-28,18:00,,"2,775.4K",,"2,812.2K"
EUR::Italian 2-Year CTZ Auction::none,2024-05-28,18:05,,3.510%,,3.420%
EUR::Italian 3-Year BTP Auction::none,2024-05-28,18:30,,3.48%,,3.32%
BRL::Brazilian PPI::m/m,2024-05-28,20:00,apr,0.74%,,0.35%
BRL::Mid-Month CPI::m/m,2024-05-28,20:00,may,0.44%,0.49%,0.21%
BRL::Mid-Month CPI::y/y,2024-05-28,20:00,may,3.70%,3.75%,3.77%
CAD::IPPI::m/m,2024-05-28,20:30,apr,1.5%,0.8%,0.9%
CAD::IPPI::y/y,2024-05-28,20:30,apr,1.4%,,-0.4%
CAD::RMPI::m/m,2024-05-28,20:30,apr,5.5%,3.1%,4.3%
CAD::RMPI::y/y,2024-05-28,20:30,apr,3.1%,,0.4%
USD::House Price Index::none,2024-05-28,21:00,mar,423.4,,423.0
USD::House Price Index::m/m,2024-05-28,21:00,mar,0.1%,0.5%,1.2%
USD::House Price Index::y/y,2024-05-28,21:00,mar,6.7%,,7.1%
USD::S&P/CS HPI Composite - 20 n.s.a.::m/m,2024-05-28,21:00,mar,1.6%,,0.9%
USD::S&P/CS HPI Composite - 20 n.s.a.::y/y,2024-05-28,21:00,mar,7.4%,7.3%,7.3%
USD::S&P/CS HPI Composite - 20 s.a.::m/m,2024-05-28,21:00,mar,0.3%,0.3%,0.6%
EUR::German Buba Balz Speaks::none,2024-05-28,21:30,,,,
USD::FOMC Member Kashkari Speaks::none,2024-05-28,21:55,,,,
USD::CB Consumer Confidence::none,2024-05-28,22:00,may,102.0,96.0,97.5
USD::3-Month Bill Auction::none,2024-05-28,22:00,,5.255%,,5.245%
USD::6-Month Bill Auction::none,2024-05-28,22:00,,5.170%,,5.160%
USD::Dallas Fed Mfg Business Index::none,2024-05-28,22:30,may,-19.4,,-14.5
SAR::M3 Money Supply::y/y,2024-05-28,23:15,,6.50%,,8.30%
SAR::Private Sector Loans::y/y,2024-05-28,23:15,,10.70%,,10.40%
USD::2-Year Note Auction::none,2024-05-28,23:30,,4.917%,,4.898%
NA::South Africa - Election Day::none,2024-05-29,All Day,,,,
USD::M2 Money Supply::m/m,2024-05-29,01:00,apr,20.87T,,20.84T
USD::5-Year Note Auction::none,2024-05-29,01:00,,4.553%,,4.659%
USD::FOMC Member Daly Speaks::none,2024-05-29,01:05,,,,
USD::Fed Governor Cook Speaks::none,2024-05-29,01:05,,,,
AUD::MI Leading Index::m/m,2024-05-29,09:00,apr,-0.0%,,-0.1%
NZD::ANZ Business Confidence::none,2024-05-29,09:00,may,11.2,,14.9
NZD::NBNZ Own Activity::none,2024-05-29,09:00,may,11.8%,,14.3%
AUD::Monthly CPI Indicator::y/y,2024-05-29,09:30,apr,3.60%,3.40%,3.50%
AUD::Construction Work Done::q/q,2024-05-29,09:30,q1,-2.9%,0.6%,1.8%
JPY::BoJ Board Member Adachi Speaks::none,2024-05-29,09:30,,,,
VND::Trade Balance::none,2024-05-29,10:00,may,"-1,000M",,"1,100M"
VND::Vietnamese CPI::m/m,2024-05-29,10:00,may,0.05%,,0.07%
VND::Vietnamese CPI::y/y,2024-05-29,10:00,may,4.44%,,4.40%
VND::Vietnamese Industrial Production::y/y,2024-05-29,10:00,may,8.9%,,7.4%
VND::Vietnamese Retail Sales::y/y,2024-05-29,10:00,may,9.5%,,9.0%
EUR::M3 Money Supply::none,2024-05-29,13:00,apr,28.1B,,27.6B
JPY::Household Confidence::none,2024-05-29,13:00,may,36.2,39.1,38.3
EUR::GfK German Consumer Climate::none,2024-05-29,14:00,jun,-20.9,-22.5,-24.0
SEK::Household Lending Growth::y/y,2024-05-29,14:00,apr,0.5%,,0.6%
SEK::M3 Money Supply::none,2024-05-29,14:00,apr,"4,764.0B",,"4,783.1B"
SEK::Retail Sales::m/m,2024-05-29,14:00,apr,0.3%,,0.0%
SEK::Retail Sales::y/y,2024-05-29,14:00,apr,0.5%,,1.1%
EUR::French Consumer Confidence::none,2024-05-29,14:45,may,90,91,90
EUR::Austrian PPI::m/m,2024-05-29,15:00,apr,-0.1%,,-0.8%
EUR::Austrian PPI::y/y,2024-05-29,15:00,apr,-4.8%,,-6.3%
EUR::Spanish Retail Sales::y/y,2024-05-29,15:00,apr,0.3%,,0.9%
EUR::Loans to Non Financial Corporations::none,2024-05-29,16:00,apr,0.3%,,0.4%
EUR::M3 Money Supply::none,2024-05-29,16:00,apr,"16,206.4B",,"16,190.4B"
EUR::M3 Money Supply::y/y,2024-05-29,16:00,apr,1.3%,1.3%,0.9%
EUR::Baden Wuerttemberg CPI::y/y,2024-05-29,16:00,may,2.1%,,2.1%
EUR::Bavaria CPI::m/m,2024-05-29,16:00,may,0.1%,,0.6%
EUR::Bavaria CPI::y/y,2024-05-29,16:00,may,2.7%,,2.5%
EUR::Brandenburg CPI::m/m,2024-05-29,16:00,may,3.0%,,0.6%
EUR::Brandenburg CPI::y/y,2024-05-29,16:00,may,2.9%,,3.0%
PLN::CPI::m/m,2024-05-29,16:00,may,0.1%,,1.1%
PLN::CPI::y/y,2024-05-29,16:00,may,2.5%,,2.4%
EUR::Hesse CPI::m/m,2024-05-29,16:00,may,0.0%,,0.6%
EUR::Hesse CPI::y/y,2024-05-29,16:00,may,1.9%,,1.9%
EUR::Italian Business Confidence::none,2024-05-29,16:00,may,88.4,88.1,87.7
EUR::Italian Consumer Confidence::none,2024-05-29,16:00,may,96.4,96.0,95.2
EUR::North Rhine Westphalia CPI::m/m,2024-05-29,16:00,may,0.2%,,0.3%
EUR::North Rhine Westphalia CPI::y/y,2024-05-29,16:00,may,2.5%,,2.3%
EUR::Saxony CPI::m/m,2024-05-29,16:00,may,0.1%,,0.6%
EUR::Saxony CPI::y/y,2024-05-29,16:00,may,3.1%,,2.7%
CHF::ZEW Expectations::none,2024-05-29,16:00,may,18.2,,17.6
EUR::Baden Wuerttemberg CPI::m/m,2024-05-29,16:00,,0.2%,,0.3%
EUR::Private Sector Loans::y/y,2024-05-29,16:00,,0.2%,0.4%,0.2%
EUR::Italian Trade Balance Non-EU::none,2024-05-29,17:00,apr,4.91B,,5.77B
RWF::Repo Rate::none,2024-05-29,17:30,,7.00%,,7.50%
EUR::Latvian Retail Sales::m/m,2024-05-29,18:00,apr,-3.30%,,1.20%
EUR::Latvian Retail Sales::y/y,2024-05-29,18:00,apr,-0.20%,,3.40%
EUR::Portuguese Business Confidence::none,2024-05-29,18:00,may,1.9,,1.9
EUR::Portuguese Consumer Confidence::none,2024-05-29,18:00,may,-18.50,,-20.40
EUR::Italian 6-Month BOT Auction::none,2024-05-29,18:00,,3.648%,,3.737%
BRL::Brazilian IGP-M Inflation::y/y,2024-05-29,19:00,may,0.28%,,-3.04%
BRL::IGP-M Inflation Index::m/m,2024-05-29,19:00,may,0.89%,0.84%,0.31%
USD::MBA 30-Year Mortgage Rate::none,2024-05-29,19:00,,7.05%,,7.01%
USD::MBA Mortgage Applications::w/w,2024-05-29,19:00,,-5.7%,,1.9%
USD::MBA Purchase Index::none,2024-05-29,19:00,,138.4,,140.0
USD::Mortgage Market Index::none,2024-05-29,19:00,,190.3,,201.9
USD::Mortgage Refinance Index::none,2024-05-29,19:00,,463.8,,536.9
BRL::Budget Balance::none,2024-05-29,19:30,apr,-69.638B,-47.100B,-62.981B
BRL::Budget Surplus::none,2024-05-29,19:30,apr,6.688B,,1.177B
BRL::Gross Debt-to-GDP ratio::m/m,2024-05-29,19:30,apr,76.0%,,75.7%
BRL::Net Debt-to-GDP ratio::none,2024-05-29,19:30,apr,61.2%,,61.1%
INR::M3 Money Supply::none,2024-05-29,19:30,,10.9%,,11.1%
BRL::Unemployment Rate::none,2024-05-29,20:00,apr,7.5%,7.7%,7.9%
EUR::German CPI::m/m,2024-05-29,20:00,may,0.1%,0.2%,0.5%
EUR::German CPI::y/y,2024-05-29,20:00,may,2.4%,2.4%,2.2%
EUR::German HICP::m/m,2024-05-29,20:00,may,0.2%,0.2%,0.6%
EUR::German HICP::y/y,2024-05-29,20:00,may,2.8%,2.7%,2.4%
USD::Redbook::y/y,2024-05-29,20:55,,6.3%,,5.5%
BRL::CAGED Net Payroll Jobs::none,2024-05-29,21:45,apr,240.03K,216.95K,244.32K
USD::Richmond Manufacturing Index::none,2024-05-29,22:00,may,0,-6,-7
USD::Richmond Manufacturing Shipments::none,2024-05-29,22:00,may,13,,-10
USD::Richmond Services Index::none,2024-05-29,22:00,may,3,,-13
USD::Dallas Fed Services Revenues::none,2024-05-29,22:30,may,6.7,,0.3
USD::Texas Services Sector Outlook::none,2024-05-29,22:30,may,-12.1,,-10.6
RUB::Industrial Production::y/y,2024-05-30,00:00,apr,3.9%,4.2%,4.0%
NA::Brazil - Corpus Christi Day::none,2024-05-30,All Day,,,,
NA::Croatia - Corpus Christi Day::none,2024-05-30,All Day,,,,
NA::Malaysia - Harvest Festival - Early close at 12:30::none,2024-05-30,,,,,
NA::Poland - Corpus Christi Day::none,2024-05-30,All Day,,,,
USD::7-Year Note Auction::none,2024-05-30,01:00,,4.650%,,4.716%
BRL::Foreign Exchange Flows::none,2024-05-30,01:30,,-0.855B,,-1.102B
USD::FOMC Member Williams Speaks::none,2024-05-30,01:45,,,,
USD::API Weekly Crude Oil Stock::none,2024-05-30,04:30,,-6.490M,-1.900M,2.480M
NZD::Building Consents::m/m,2024-05-30,06:45,apr,-1.9%,,-0.2%
USD::FOMC Member Bostic Speaks::none,2024-05-30,07:00,,,,
JPY::Foreign Bonds Buying::none,2024-05-30,07:50,,-297.9B,,"2,189.6B"
JPY::Foreign Investments in Japanese Stocks::none,2024-05-30,07:50,,82.4B,,248.3B
NZD::Budget Balance::none,2024-05-30,09:00,jan,-21.860B,,-25.800B
NZD::Economic Forecast::none,2024-05-30,09:00,jan,-11.070B,,-9.319B
NZD::Net Debt Forecast::none,2024-05-30,09:00,jan,43.10%,,43.50%
PHP::Philippines PPI::y/y,2024-05-30,09:00,apr,-0.8%,,-1.1%
AUD::Building Approvals::m/m,2024-05-30,09:30,apr,-0.3%,1.8%,2.7%
AUD::Building Approvals::y/y,2024-05-30,09:30,apr,27.30%,,-2.00%
AUD::Private House Approvals::none,2024-05-30,09:30,apr,-1.6%,,4.0%
AUD::Building Capital Expenditure::m/m,2024-05-30,09:30,q1,-0.9%,,1.3%
AUD::Plant/Machinery Capital Expenditure::q/q,2024-05-30,09:30,q1,3.3%,,0.4%
AUD::Private New Capital Expenditure::q/q,2024-05-30,09:30,q1,1.0%,0.6%,0.9%
NZD::Annual Budget Release::none,2024-05-30,10:00,,,,
JPY::2-Year JGB Auction::none,2024-05-30,11:35,,0.418%,,0.303%
THB::Industrial Production::y/y,2024-05-30,12:00,apr,3.43%,-1.10%,-4.91%
EUR::Dutch Business Confidence::none,2024-05-30,12:30,may,-2.8,,-3.6
EUR::Estonian Retail Sales::m/m,2024-05-30,13:00,,-2.00%,,15.00%
EUR::Estonian Retail Sales::y/y,2024-05-30,13:00,,-3.00%,,-4.10%
DKK::M3 Money Supply::none,2024-05-30,14:00,apr,"1,905.3B",,"1,906.8B"
CHF::Trade Balance::none,2024-05-30,14:00,apr,4.316B,3.980B,3.767B
DKK::Unemployment Rate::none,2024-05-30,14:00,apr,2.5%,,2.5%
SEK::GDP::q/q,2024-05-30,14:00,q1,0.7%,0.0%,-0.1%
SEK::GDP::y/y,2024-05-30,14:00,q1,0.7%,-1.1%,-0.1%
TRY::Exports::none,2024-05-30,15:00,apr,19.25B,19.30B,22.57B
TRY::Trade Balance::none,2024-05-30,15:00,apr,-9.86B,-9.90B,-7.34B
SEK::Consumer Confidence::none,2024-05-30,15:00,may,91.3,,88.8
CHF::KOF Leading Indicators::none,2024-05-30,15:00,may,100.3,102.2,101.9
SEK::Manufacturing Confidence::none,2024-05-30,15:00,may,98.5,,100.6
EUR::Spanish CPI::m/m,2024-05-30,15:00,may,0.3%,0.3%,0.7%
EUR::Spanish CPI::y/y,2024-05-30,15:00,may,3.6%,3.7%,3.3%
EUR::Spanish HICP::m/m,2024-05-30,15:00,may,0.2%,0.2%,0.6%
EUR::Spanish HICP::y/y,2024-05-30,15:00,may,3.8%,3.7%,3.4%
TRY::Turkish Economic Confidence Index::none,2024-05-30,15:00,may,98.20,,99.00
CHF::GDP::q/q,2024-05-30,15:00,q1,0.5%,0.3%,0.3%
CHF::GDP::y/y,2024-05-30,15:00,q1,0.6%,0.6%,0.5%
SEK::Business Confidence::none,2024-05-30,15:00,,94.60,,96.20
EUR::Core CPI::y/y,2024-05-30,15:00,,3.0%,,2.9%
EUR::Italian Monthly Unemployment Rate::none,2024-05-30,16:00,apr,6.9%,7.3%,7.1%
ZMK::CPI::m/m,2024-05-30,16:00,may,1.4%,,1.0%
ZMK::CPI::y/y,2024-05-30,16:00,may,14.7%,,13.8%
TWD::GDP::y/y,2024-05-30,16:00,q1,6.56%,6.51%,4.83%
EUR::Greek PPI::y/y,2024-05-30,17:00,apr,-1.0%,,-0.1%
EUR::Greek Unemployment Rate::none,2024-05-30,17:00,apr,10.8%,,10.8%
EUR::Italian PPI::m/m,2024-05-30,17:00,apr,-0.9%,,-0.2%
EUR::Italian PPI::y/y,2024-05-30,17:00,apr,-5.9%,,-9.6%
EUR::Unemployment Rate::none,2024-05-30,17:00,apr,6.4%,6.5%,6.5%
EUR::Business Climate::none,2024-05-30,17:00,may,-0.39,,-0.51
EUR::Business and Consumer Survey::none,2024-05-30,17:00,may,96.0,96.2,95.6
ISK::CPI::m/m,2024-05-30,17:00,may,0.6%,,0.6%
ISK::CPI::y/y,2024-05-30,17:00,may,6.2%,,6.0%
EUR::Consumer Confidence::none,2024-05-30,17:00,may,-14.3,-14.3,-14.7
EUR::Consumer Inflation Expectation::none,2024-05-30,17:00,may,12.5,,11.6
EUR::Industrial Sentiment::none,2024-05-30,17:00,may,-9.9,-9.4,-10.4
EUR::Selling Price Expectations::none,2024-05-30,17:00,may,6.4,,5.6
EUR::Services Sentiment::none,2024-05-30,17:00,may,6.5,6.5,6.1
ZAR::PPI::m/m,2024-05-30,17:30,apr,0.5%,,1.1%
ZAR::PPI::y/y,2024-05-30,17:30,apr,5.1%,,4.6%
EUR::Belgium CPI::m/m,2024-05-30,17:30,may,0.37%,,-0.48%
EUR::Belgium CPI::y/y,2024-05-30,17:30,may,3.36%,,3.37%
EUR::Italian 10-Year BTP Auction::none,2024-05-30,17:35,,3.97%,,3.86%
EUR::Italian 5-Year BTP Auction::none,2024-05-30,17:35,,3.54%,,3.28%
EUR::Eurogroup Meetings::none,2024-05-30,18:00,,,,
EUR::Irish HICP::m/m,2024-05-30,18:00,,0.5%,,0.2%
EUR::Irish HICP::y/y,2024-05-30,18:00,,1.9%,,1.6%
TRY::CBRT Monetary Policy Meeting Minutes::none,2024-05-30,19:00,,,,
EUR::Spanish Business Confidence::none,2024-05-30,19:00,,-6.3,,-4.3
ZAR::Budget Balance::m/m,2024-05-30,19:30,apr,-78.05B,,2.07B
TRY::Gross FX Reserves::none,2024-05-30,19:30,,82.77B,,78.55B
TRY::Net FX Reserves::none,2024-05-30,19:30,,40.35%,,33.84%
MXN::Unemployment Rate::none,2024-05-30,20:00,apr,2.60%,,2.70%
MXN::Unemployment Rate n.s.a.::none,2024-05-30,20:00,apr,2.60%,2.60%,2.30%
CAD::Average Weekly Earnings::y/y,2024-05-30,20:30,mar,4.20%,,4.32%
USD::Goods Trade Balance::none,2024-05-30,20:30,apr,-99.41B,-91.90B,-92.29B
USD::Retail Inventories Ex Auto::none,2024-05-30,20:30,apr,0.3%,,-0.4%
USD::Core PCE Prices::none,2024-05-30,20:30,q1,3.60%,3.70%,2.00%
USD::Corporate Profits::q/q,2024-05-30,20:30,q1,-1.7%,3.9%,3.7%
CAD::Current Account::none,2024-05-30,20:30,q1,-5.4B,-5.5B,-4.5B
USD::GDP::q/q,2024-05-30,20:30,q1,1.3%,1.6%,3.4%
USD::GDP Price Index::q/q,2024-05-30,20:30,q1,3.1%,3.1%,1.7%
USD::GDP Sales::none,2024-05-30,20:30,q1,1.7%,2.0%,3.9%
USD::PCE Prices::none,2024-05-30,20:30,q1,3.3%,3.4%,1.8%
USD::Real Consumer Spending::none,2024-05-30,20:30,q1,2.0%,2.5%,3.3%
USD::Continuing Jobless Claims::none,2024-05-30,20:30,,"1,791K","1,800K","1,787K"
USD::Initial Jobless Claims::none,2024-05-30,20:30,,219K,218K,216K
USD::Jobless Claims 4-Week Avg.::none,2024-05-30,20:30,,222.50K,,220.00K
USD::Wholesale Inventories::m/m,2024-05-30,20:30,,0.2%,0.0%,-0.4%
EGP::M2 Money Supply::y/y,2024-05-30,21:00,mar,25.13%,,16.64%
CLP::Unemployment Rate::none,2024-05-30,21:00,apr,8.5%,8.5%,8.7%
ZAR::Interest Rate Decision::none,2024-05-30,21:00,may,8.25%,8.25%,8.25%
ZAR::Prime Rate::none,2024-05-30,21:00,may,11.75%,,11.75%
RUB::Central Bank reserves (USD)::none,2024-05-30,21:00,,605.9B,,603.7B
USD::Pending Home Sales::m/m,2024-05-30,22:00,apr,-7.7%,-1.1%,3.6%
USD::Pending Home Sales Index::none,2024-05-30,22:00,apr,72.3,,78.3
USD::Natural Gas Storage::none,2024-05-30,22:30,,84B,77B,78B
USD::Crude Oil Imports::none,2024-05-30,23:00,,0.611M,,-0.676M
USD::Crude Oil Inventories::none,2024-05-30,23:00,,-4.156M,-1.600M,1.825M
USD::Cushing Crude Oil Inventories::none,2024-05-30,23:00,,-1.766M,,1.325M
USD::Distillate Fuel Production::none,2024-05-30,23:00,,-0.034M,,0.260M
USD::EIA Refinery Crude Runs::w/w,2024-05-30,23:00,,0.601M,,0.227M
USD::EIA Weekly Distillates Stocks::none,2024-05-30,23:00,,2.544M,0.400M,0.379M
USD::EIA Weekly Refinery Utilization Rates::w/w,2024-05-30,23:00,,2.6%,,1.3%
USD::Gasoline Inventories::none,2024-05-30,23:00,,2.022M,1.000M,-0.945M
USD::Gasoline Production::none,2024-05-30,23:00,,-0.038M,,0.351M
USD::Heating Oil Stockpiles::none,2024-05-30,23:00,,-0.211M,,0.477M
USD::4-Week Bill Auction::none,2024-05-30,23:30,,5.270%,,5.270%
USD::8-Week Bill Auction::none,2024-05-30,23:30,,5.275%,,5.275%
NA::Malaysia - Harvest Festival - Early close at 12:30::none,2024-05-31,,,,,
USD::FOMC Member Williams Speaks::none,2024-05-31,00:05,,,,
GBP::BoE Gov Bailey Speaks::none,2024-05-31,02:50,,,,
MXN::Fiscal Balance::none,2024-05-31,04:30,apr,102.95B,,437.20B
USD::Fed's Balance Sheet::none,2024-05-31,04:30,,"7,284B",,"7,300B"
USD::Reserve Balances with Federal Reserve Banks::none,2024-05-31,04:30,,3.391T,,3.375T
USD::Fed Logan Speaks::none,2024-05-31,05:00,,,,
KRW::Industrial Production::m/m,2024-05-31,07:00,apr,2.2%,,-3.0%
KRW::Industrial Production::y/y,2024-05-31,07:00,apr,6.1%,,1.0%
KRW::Retail Sales::m/m,2024-05-31,07:00,apr,-1.2%,,1.1%
KRW::Service Sector Output::m/m,2024-05-31,07:00,apr,0.3%,,-1.1%
JPY::Jobs/applications ratio::none,2024-05-31,07:30,apr,1.26,1.28,1.28
JPY::Unemployment Rate::none,2024-05-31,07:30,apr,2.6%,2.6%,2.6%
JPY::CPI Tokyo Ex Food & Energy::y/y,2024-05-31,07:30,may,1.2%,,1.4%
JPY::CPI Tokyo Ex Food and Energy::m/m,2024-05-31,07:30,may,0.0%,,-0.2%
JPY::Tokyo CPI::y/y,2024-05-31,07:30,,2.2%,,1.8%
